"title" "year" "length" "budget"
"No Return" 2003 86 35000
"No Way Home" 1996 99 4000000
"No Witness" 2004 95 350000
"Noah's Ark" 1929 75 2000000
"Nobody" 1998 16 13000
"Nochnoy dozor" 2004 115 4200000
"Non-Abductees Anonymous" 2001 4 15000
"Noodle Soup" 2003 8 15000
"Norma's Lament" 1997 34 25000
"Noro" 2002 85 500000
"North" 1994 87 40000000
"North by Northwest" 1959 136 4000000
"North of Providence" 2003 28 10000
"North to Alaska" 1960 122 3500000
"Northfork" 2003 103 1900000
"Not Another Teen Movie" 2001 89 16000000
"Not as a Stranger" 1955 135 2000000
"Not of This Earth" 1957 67 100000
"Notebook, The" 2004 123 30000000
"Nothing But Trouble" 1991 94 40000000
"Nothing But a Man" 1964 95 160000
"Nothing Lasts Forever" 1984 82 3000000
"Nothing Really Happens: Memories of Aging Strippers" 2003 93 300000
"Nothing Sacred" 1937 75 1831927
"Nothing to Lose" 1996 108 200000
"Notorious" 1946 101 2000000
"Notting Hill" 1999 124 42000000
"November" 2004 73 300000
"Novocaine" 2001 95 6000000
"Nowhere Man" 2005 90 250000
"Nueve reinas" 2000 114 1500000
"Nun Fu" 2005 5 5000
"Nun's Story, The" 1959 149 3500000
"Nurse Betty" 2000 110 24000000
"Nutbag" 2000 80 40000
"Nutcracker, The" 1993 92 19000000
"Nutty Professor II: The Klumps" 2000 109 84000000
"Nutty Professor, The" 1996 95 54000000
"Nymphoid Barbarian in Dinosaur Hell, A" 1991 82 40000
"O" 2001 95 5000000
"O Brother, Where Art Thou?" 2000 106 26000000
"O da beni seviyor" 2001 106 1500000
"O.C. and Stiggs" 1987 109 7000000
"Object of My Affection, The" 1998 111 15000000
"Oblivion" 1994 94 2500000
"Oblivion 2: Backlash" 1996 83 2500000
"Oblong Box, The" 1969 91 175000
"Obsession" 1976 94 1400000
"Ocean Tribe" 1997 106 380000
"Ocean's Eleven" 2001 116 85000000
"Ocean's Twelve" 2004 125 110000000
"Octane" 2003 91 11500000
"Octopus" 2000 95 5000000
"Octopussy" 1983 131 27500000
"Odinokiy igrok" 1995 90 400000
"Of Age" 2004 5 1000
"Of Unknown Origin" 1983 88 4000000
"Off" 2001 15 10000
"Office Space" 1999 89 10000000
"Offspring, The" 1987 99 1100000
"Ogniem i mieczem" 1999 175 8000000
"Oh Marbella!" 2003 88 2000000
"Oh My God" 2004 10 3500
"Oklahoma Woman, The" 1956 73 60000
"Oklahoma!" 1955 145 5000000
"Okul" 2004 100 1000000
"Old Man Who Read Love Stories, The" 2001 111 9500000
"Old Man and the Studio, The" 2004 12 15000
"Old School" 2003 92 24000000
"Oligarkh" 2002 123 5000000
"Oliver Twist" 1922 98 175000
"Oliver!" 1968 153 10000000
"Omaha (The Movie)" 1995 85 38000
"Omega Code, The" 1999 100 8000000
"Omen, The" 1976 107 2800000
"On Again Off Again" 1937 68 214000
"On Her Majesty's Secret Service" 1969 140 7000000
"On Their Knees" 2001 85 250000
"On a Clear Day You Can See Forever" 1970 129 10000000
"On the Border" 1998 103 3000000
"On the Line" 2001 85 10000000
"On the Run" 1999 94 750000
"On the Town" 1949 98 2111250
"On the Waterfront" 1954 108 910000
"Once Bitten" 1985 94 3200000
"Once Upon a Time in America" 1984 227 30000000
"Once Upon a Time in Mexico" 2003 102 29000000
"One" 1998 102 180000
"One Angry Dwarf" 2001 28 3500
"One Blood Planet" 2001 80 200000
"One Dark Night" 1983 94 978000
"One Eight Seven" 1997 119 23000000
"One Exciting Night" 1922 128 267000
"One Eyed King" 2001 105 6500000
"One Flew Over the Cuckoo's Nest" 1975 133 4400000
"One Hell of a Christmas" 2002 94 400000
"One Hour Photo" 2002 96 12000000
"One Hundred Men and a Girl" 1937 85 762000
"One Hundred and One Dalmatians" 1961 79 4000000
"One Man's Hero" 1999 121 18000000
"One More Round" 2005 90 200000
"One Night Stand" 1997 102 24000000
"One Particular Person" 2000 10 6000
"One Rainy Afternoon" 1936 94 511383
"One True Thing" 1998 127 30000000
"One Weekend a Month" 2004 11 4000
"One from the Heart" 1982 107 26000000
"One of Five" 2002 28 10000
"One, Two, Three" 1961 115 3000000
"Onegin" 1999 106 14000000
"Only Game in Town, The" 1970 113 11000000
"Ono" 2004 101 92000
"Open Range" 2003 139 26000000
"Open Water" 2003 79 130000
"Opera" 1987 88 8000000
"Orange County" 2002 82 18000000
"Order, The" 2003 102 38000000
"Ordinary People" 1980 124 6000000
"Orgazmo" 1997 92 1000000
"Original Gangstas" 1996 99 4800000
"Original Kings of Comedy, The" 2000 115 3000000
"Original Sin" 2001 116 26000000
"Orlando" 1992 95 5000000
"Osama" 2003 83 46000
"Osmosis Jones" 2001 95 75000000
"Othello" 1995 123 11000000
"Other Side of Heaven, The" 2001 113 7000000
"Others, The" 2001 104 17000000
"Otra conquista, La" 1998 106 3500000
"Our Daily Bread" 1934 90 125000
"Our Gang Follies of 1938" 1937 21 58815
"Out Cold" 2001 92 11000000
"Out for a Kill" 2003 88 20000000
"Out of Africa" 1985 160 31000000
"Out of Courage 2: Out for Vengeance" 1999 28 10000
"Out of Our Dens: The Richard and the Young Lions Story" 2004 47 8000
"Out of Reach" 2004 88 20000000
"Out of Sight" 1998 123 48000000
"Out of the Dark" 1989 89 1600000
"Out-of-Sync" 1995 105 1500000
"Out-of-Towners, The" 1999 90 40000000
"Outbreak" 1995 127 50000000
"Outcasts" 2002 88 20000
"Outfoxed: Rupert Murdoch's War on Journalism" 2004 88 200000
"Outing, The" 1986 87 2000000
"Outland" 1981 109 16000000
"Outlaw Blues" 1977 100 1900000
"Outside" 2004 22 125000
"Outside Providence" 1999 96 7000000
"Outsiders, The" 1983 91 10000000
"Overnight Delivery" 1998 87 12000000
"Owning Mahowny" 2003 104 10000000
"Oz" 1976 90 150000
"Ozone" 1993 83 3500
"P.I. Blues" 2003 101 95000
"P.O. Box" 2003 8 5000
"P.S. Your Cat Is Dead" 2002 88 2000000
"PCU" 1994 79 9000000
"PG" 2002 22 15000
"Pacifier, The" 2005 95 56000000
"Packing Suburbia, A" 1999 90 40000
"Pagan Love Song" 1950 76 1906265
"Paging Emma" 1999 112 600000
"Paint Your Wagon" 1969 158 20000000
"Painted Veil, The" 1934 85 947000
"Pale Rider" 1985 115 6900000
"Panama Hattie" 1942 79 1097907
"Pandaemonium" 2000 124 15000000
"Pandora and the Flying Dutchman" 1951 122 1500000
"Panic" 2000 88 1000000
"Panic Room" 2002 113 48000000
"Papa" 2004 94 3500000
"Papa's song" 2000 95 800000
"Paparazzi" 2004 84 20000000
"Papillon" 1973 150 12000000
"Parachute Jumper" 1933 65 206000
"Paradine Case, The" 1947 94 4258000
"Paradzhanov" 1998 60 121000
"Parasite" 1982 85 800000
"Parents" 1989 81 3000000
"Parents of the Year" 2004 21 100000
"Paris - When It Sizzles" 1964 110 4000000
"Paris Is Burning" 1990 71 500000
"Parnell" 1937 118 1547000
"Party Monster" 2003 98 5000000
"Party, The" 1968 99 1500000
"Passage to Ottawa, A" 2001 90 300000
"Passage, The" 2003 77 10000
"Passion of the Christ, The" 2004 127 30000000
"Pat Garrett and Billy the Kid" 1973 122 4638783
"Patch Adams" 1998 115 50000000
"Paths of Glory" 1957 87 935000
"Patriot Games" 1992 117 45000000
"Patriot, The" 1928 113 1000000
"Patriot, The" 2000 164 110000000
"Patrullero, El" 1991 105 1500000
"Patton" 1970 172 12000000
"Pavilion of Women" 2001 111 5000000
"Pawnbroker, The" 1964 116 500000
"Pay It Forward" 2000 123 40000000
"Payback" 1990 94 1000000
"Payback" 1999 100 50000000
"Paycheck" 2003 119 60000000
"Payday" 1972 103 76000
"Peacekeeper, The" 1997 98 10000000
"Peacemaker, The" 1997 124 50000000
"Peaches" 2000 84 1400000
"Pearl Harbor" 2001 184 135250000
"Pecker" 1998 87 6000000
"Pee-wee's Big Adventure" 1985 90 6000000
"Peg o' My Heart" 1933 87 623000
"Peggy Sue Got Married" 1986 104 18000000
"Penance" 2004 10 20000
"Penelope" 1966 97 4000000
"Penitentiary" 1980 99 100000
"Pennies from Heaven" 1981 108 22000000
"Pep Squad" 1998 94 500000
"Per un pugno di dollari" 1964 99 200000
"Perez Family, The" 1995 113 11000000
"Perfect Couple, A" 1979 110 1500000
"Perfect Location, The" 2004 10 50000
"Perfect Sense" 2003 18 2100
"Perfect Storm, The" 2000 130 120000000
"Perfect Target" 1997 89 3500000
"Perfect Woman, The" 1993 8 8000
"Permanent Record" 1988 91 8000000
"Personal Property" 1937 84 299000
"Pest, The" 1997 84 17000000
"Pet Sematary" 1989 103 11500000
"Pet Sematary II" 1992 96 8000000
"Pete's Dragon" 1977 130 10000000
"Peter Pan" 1953 76 4000000
"Peter Pan" 2003 113 100000000
"Petit soldat, Le" 1963 88 180000
"Petite morte, La" 2003 41 55000
"Petrified Forest, The" 1936 83 500000
"Phantasm" 1979 88 300000
"Phantasm II" 1988 97 3000000
"Phantasm III: Lord of the Dead" 1994 91 2500000
"Phantasm IV: Oblivion" 1998 90 650000
"Phantom Empire, The" 1935 245 70000
"Phantom of the Opera" 1943 92 1500000
"Phantom of the Opera, The" 2004 143 60000000
"Phantom of the Paradise" 1974 92 1300000
"Phantom, The" 1996 100 45000000
"Pharaoh's Curse" 1957 66 116000
"Phenomena" 1985 82 3800000
"Phenomenon" 1996 123 32000000
"Philadelphia" 1993 125 26000000
"Phobia" 1980 94 5100000
"Phone Booth" 2002 81 10000000
"Pi" 1998 84 60000
"Pianist, The" 2002 150 35000000
"Piano, The" 1993 121 7000000
"Pick-up Artist, The" 1987 81 15000000
"Pickman's Model" 2003 40 2500
"Picture Perfect" 1997 105 19000000
"Picture of Dorian Gray, The" 1945 110 3500000
"Pieces of April" 2003 80 300000
"Pierrot le fou" 1965 110 300000
"Pink Flamingos" 1972 108 12000
"Pink Narcissus" 1971 64 27000
"Pink Panther Strikes Again, The" 1976 103 6000000
"Pinocchio" 1940 88 2600000
"Piranha" 1978 94 660000
"Pirate, The" 1948 102 3700000
"Pirates" 1986 124 40000000
"Pirates of the Caribbean: The Curse of the Black Pearl" 2003 143 125000000
"Pit and the Pendulum" 1961 80 200000
"Pitch Black" 2000 112 23000000
"Pizza Man vs. the Dude" 2004 82 16000
"Pizza: The Movie" 2004 99 10000
"Place Called Chiapas, A" 1998 89 891000
"Place in the Sun, A" 1951 122 2295304
"Plan 9 from Outer Space" 1959 79 60000
"Plane Crazy" 1928 6 3528
"Planet of the Apes" 1968 107 5800000
"Planet of the Apes" 2001 119 100000000
"Plankton" 1994 86 250000
"Platoon" 1986 120 6000000
"Play It to the Bone" 1999 124 24000000
"Playing by Heart" 1998 121 14000000
"Playing the Part" 1995 38 12000
"Pleasantville" 1998 124 40000000
"Pledge, The" 2001 123 45000000
"Plight of Clownana, The" 2004 15 6000
"Plug" 1998 11 12000
"Plunge, The" 2003 20 30000
"Pobeg" 2005 117 1800000
"Pocahontas" 1995 81 55000000
"Pocketful of Miracles" 1961 136 2900000
"Poetic Justice" 1993 109 14000000
"Point Blank" 1967 92 3000000
"Point Break" 1991 120 24000000
"Point Five" 2003 7 3000
"Point Men, The" 2001 88 6100000
"Poison" 1991 85 250000
"Poison Ivy" 1992 93 3000000
"Pol Pot's Birthday" 2004 10 9000
"Polar Express, The" 2004 99 150000000
"Police Academy" 1984 96 4500000
"Police Beat" 2005 80 500000
"Polish Vampire in Burbank" 1985 84 3000
"Pollock" 2000 132 6000000
"Pollyanna" 1920 58 300000
"Poltergeist" 1982 114 10700000
"Poltergeist II: The Other Side" 1986 130 19000000
"Poltergeist III" 1988 98 9500000
"Polyester" 1981 86 300000
"Polymorph" 1996 86 10000
"Pooh's Heffalump Movie" 2005 68 20000000
"Poolhall Junkies" 2002 94 4000000
"Pootie Tang" 2001 70 3000000
"Pope of Utah, The" 1993 83 40000
"Popeye" 1980 115 20000000
"Porgy and Bess" 1959 138 7000000
"Porky's" 1982 94 4000000
"Porky's II: The Next Day" 1983 98 6500000
"Porky's Revenge" 1985 92 9000000
"Portal: The Movie" 2003 29 15000
"Portrait of Jennie" 1948 86 4041000
"Poseidon Adventure, The" 1972 117 5000000
"Possession of Joel Delaney, The" 1972 105 1300000
"Possums" 1998 97 1400000
"Postino, Il" 1994 108 3000000
"Postman, The" 1997 177 80000000
"Powerpuff Girls, The" 2002 73 10000000
"Practical Magic" 1998 103 60000000
"Prairie Rustlers" 1945 56 23300
"Pray for Death" 1985 92 4000000
"Prayer for the Dying, A" 1987 107 6000000
"Praying with Anger" 1992 107 750000
"Predator" 1987 107 18000000
"Prefontaine" 1997 106 8000000
"Presence of Mind" 1999 94 3000000
"Pretend" 2003 75 150000
"Pretty Poison" 1968 89 1800000
"Pretty Woman" 1990 125 14000000
"Preventive Warriors" 2004 56 50000
"Price of Glory" 2000 118 10000000
"Primal Fear" 1996 129 30000000
"Primary Colors" 1998 143 65000000
"Prime Suspects" 1997 93 550000
"Prime Time, The" 1960 76 150000
"Primer" 2004 77 7000
"Prince Who Was a Thief, The" 1951 88 1000000
"Prince of Darkness" 1987 102 3000000
"Prince of Egypt, The" 1998 99 60000000
"Prince of Tides, The" 1991 132 30000000
"Princess Bride, The" 1987 98 16000000
"Princess Diaries 2: Royal Engagement, The" 2004 115 40000000
"Princess Diaries, The" 2001 114 37000000
"Princess and the Pirate, The" 1944 94 2000000
"Prison" 1988 102 4000000
"Prisoner of Zenda, The" 1922 125 323062
"Prisoner of Zenda, The" 1979 108 12500000
"Private Detective 62" 1933 67 260000
"Private Detective: Two Plus Two Plus One" 1997 130 200000
"Private Lessons" 1981 87 2800000
"Private Life of Sherlock Holmes, The" 1970 125 10000000
"Private Parts" 1997 109 20000000
"Prodigal, The" 1955 114 5000000
"Producers, The" 1968 88 941000
"Professional Courtesy" 2003 27 30000
"Professor Beware" 1938 95 820000
"Professor, The" 1919 7 1000
"Progeny" 1998 99 2500000
"Proof of Life" 2000 135 65000000
"Prophecy" 1979 102 12000000
"Prophecy, The" 1995 98 8000000
"Proverb, The" 2004 10 5000
"Prowler, The" 1981 87 1000000
"Proximity" 2001 98 6000000
"Prozac Nation" 2001 99 9000000
"Psych-Out" 1968 101 100000
"Psycho" 1960 108 806947
"Psycho" 1998 105 20000000
"Psycho Beach Party" 2000 95 1500000
"Psycho II" 1983 113 5000000
"Psychomania" 1964 90 42000
"Puddle Cruiser" 1996 102 160000
"Pulp Diction" 2003 1 1000
"Pulp Fiction" 1994 168 8000000
"Pulse: A Stomp Odyssey" 2002 40 3000000
"Pumpkinhead" 1989 86 3500000
"Punch-Drunk Love" 2002 95 25000000
"Punisher, The" 1989 92 10000000
"Punisher, The" 2004 124 33000000
"Puppet Master II" 1991 88 780000
"Puppet Master III: Toulon's Revenge" 1991 86 800000
"Puppies for Sale" 1998 9 3500
"Purple Plain, The" 1954 100 2000000
"Purple Rose of Cairo, The" 1985 84 15000000
"Pushing Tin" 1999 119 33000000
"Putney Swope" 1969 84 200000
"Puzzle, The" 2000 22 1500
"Puzzlehead" 2005 81 500000
"Pygmalion" 1938 89 350000
"Q" 1982 93 1200000
"Queen Christina" 1933 97 1114000
"Queen of the Damned" 2002 104 35000000
"Queen's Messenger II" 2001 90 4000000
"Quest for Camelot" 1998 74 40000000
"Quick and the Dead, The" 1995 107 32000000
"Quiet American, The" 2002 101 30000000
"Quigley Down Under" 1990 119 20000000
"Quo Vadis" 1951 166 7000000
"Quo Vadis?" 2001 165 18000000
"R.M., The" 2003 101 500000
"Rabbit-Proof Fence" 2002 94 6000000
"Race for the Yankee Zephyr" 1981 108 6000000
"Rachel's Attic" 2002 112 83000
"Rachel, Rachel" 1968 101 700000
"Radio" 2003 109 35000000
"Radio City Revels" 1938 90 810000
"Radio Days" 1987 85 16000000
"Radio Flyer" 1992 114 35000000
"Radius" 2004 33 60000
"Rage: Carrie 2, The" 1999 104 21000000
"Raging Bull" 1980 129 18000000
"Raiders of the Lost Ark" 1981 115 20000000
"Rain Man" 1988 133 25000000
"Rain People, The" 1969 101 750000
"Rainbow Thief, The" 1990 87 10000000
"Rainmaker, The" 1997 135 40000000
"Rains Came, The" 1939 105 2600000
"Raintree County" 1957 168 5000000
"Raise Your Voice" 2004 103 15000000
"Raise the Titanic" 1980 115 36000000
"Raisin in the Sun, A" 1961 128 1500000
"Raising Arizona" 1987 94 6000000
"Raising Cain" 1992 91 11000000
"Raising Victor Vargas" 2002 88 800000
"Raising the Stakes" 1999 88 100000
"Rambo III" 1988 101 65000000
"Rambo: First Blood Part II" 1985 94 44000000
"Ran" 1985 160 11500000
"Rancid Aluminium" 2000 88 12000000
"Random Hearts" 1999 133 64000000
"Ransom" 1996 139 80000000
"Rapa Nui" 1994 107 20000000
"Rare Birds" 2001 99 5000000
"Rat Race" 2001 112 48000000
"Rats & Bullies" 2004 102 120000
"Rattlesnake Jake" 2004 6 1000
"Rave Macbeth" 2001 87 3500000
"Raven, The" 1935 61 115000
"Ravenous" 1999 108 12000000
"Razor's Edge, The" 1946 146 1200000
"Re-Animator" 1985 95 900000
"Real Cancun, The" 2003 96 8000000
"Real Women Have Curves" 2002 87 3000000
"Reality of Life" 2002 115 12000
"Realtor, The" 2004 10 25000
"Reap the Wild Wind" 1942 123 4000000
"Rear Window" 1954 112 2000000
"Reasonable Hypothesis, A" 2004 20 40000
"Reasonable Man, A" 1999 103 61000
"Rebecca" 1940 130 1288000
"Rebel Love" 1986 80 167300
"Rebel Without a Cause" 1955 111 1500000
"Recess: School's Out" 2001 82 10000000
"Red Badge of Courage, The" 1951 69 1640000
"Red Baron, The" 1971 97 900000
"Red Brick Road, The" 2003 95 15000
"Red Cockroaches" 2004 82 2000
"Red Dragon" 1945 64 75000
"Red Dragon" 2002 124 90000000
"Red Dust" 1932 83 408000
"Red Line 7000" 1965 110 2425000
"Red Planet" 2000 106 75000000
"Red Ribbon Blues" 1996 97 3000000
"Red River Valley" 1936 60 75000
"Red Rock West" 1992 98 8000000
"Red Scorpion" 1989 98 16000000
"Red Sonja" 1985 89 17900000
"Red-Headed Woman" 1932 79 401000
"Redemption: The Stan Tookie Williams Story" 2004 95 75000
"Reds" 1981 194 35000000
"Ref, The" 1994 93 11000000
"Reflections in a Golden Eye" 1967 108 4500000
"Reign of Fire" 2002 101 95000000
"Reindeer Games" 2000 124 36000000
"Relic, The" 1997 110 40000000
"Remains of the Day, The" 1993 134 15000000
"Rembrandt" 2003 109 3000000
"Remember the Titans" 2000 113 30000000
"Remembering November" 2002 37 2000
"Renaissance Man" 1994 128 40000000
"Rent Control" 1984 95 100000
"Rent's Due" 2004 9 3500
"Replacement Killers, The" 1998 87 30000000
"Replacements, The" 2000 114 50000000
"Repli-Kate" 2002 121 4000000
"Repo Man" 1984 92 1500000
"Requiem for a Dream" 2000 102 4500000
"Reservoir Dogs" 1992 99 1200000
"Resident Evil" 2002 100 35000000
"Resident Evil: Apocalypse" 2004 94 50000000
"Resolution" 2001 86 70000
"Restoration" 1995 117 18000000
"Resurrection Man" 1998 102 4000000
"Resurrection of Broncho Billy, The" 1970 23 2500
"Return of Dracula, The" 1958 77 125000
"Return of the Aliens: The Deadly Spawn" 1983 81 25000
"Return of the Fly" 1959 80 225000
"Return of the Living Dead 3" 1993 97 2000000
"Return of the Living Dead Part II" 1988 86 6200000
"Return of the Living Dead, The" 1985 91 4000000
"Return of the Pink Panther, The" 1975 113 5000000
"Return of the Secaucus 7" 1980 110 60000
"Return of the Texas Chainsaw Massacre, The" 1994 86 600000
"Return to Innocence" 2001 98 100000
"Return to Me" 2000 115 24000000
"Return to Never Land" 2002 72 20000000
"Return to Oz" 1985 113 27000000
"Return with Honor" 1998 102 1000000
"Reveille with Beverly" 1943 78 40000
"Revelation" 1999 98 5000000
"Revenge of the Nerds" 1984 90 8000000
"Revenge of the Unhappy Campers" 2002 102 175000
"Revolution" 1985 126 28000000
"Revolution #9" 2001 96 300000
"Rex: kyoryu monogatari" 1993 106 8000000
"Rhapsody in Bloom" 1998 92 2200000
"Rhino Brothers, The" 2001 93 850000
"Rhythm Thief" 1994 88 30000
"Rich Kids" 1979 96 2500000
"Rich in Love" 1993 105 18000000
"Richard III" 1912 55 30000
"Richard Pryor: Live in Concert" 1979 78 300000
"Rick, The" 2004 21 18000
"Ride Beyond Vengeance" 1966 101 650000
"Ride in the Whirlwind" 1965 82 70000
"Ride the High Country" 1962 94 813000
"Riders" 2002 83 15000000
"Riders of Death Valley" 1941 283 1000000
"Riders of Destiny" 1933 53 15000
"Riding in Cars with Boys" 2001 132 48000000
"Riding the Bullet" 2004 98 5000000
"Right Stuff, The" 1983 193 27000000
"Ring, The" 2002 115 45000000
"Ringu" 1998 96 1200000
"Rio Grande" 1950 105 1214899
"Rio Lobo" 1970 114 4000000
"Rio Peligroso: A Day in the Life of a Legendary Coyote" 2004 25 5000
"Ripley's Game" 2002 112 30000000
"Riptide" 1934 92 500000
"Rising of the Moon, The" 2002 6 1500
"Risky Business" 1983 98 6200000
"River Wild, The" 1994 111 45000000
"River's Edge" 1986 99 1700000
"Road Trip" 2000 94 15600000
"Road to El Dorado, The" 2000 89 95000000
"Road to Perdition" 2002 117 80000000
"Roadside Attractions" 2004 15 6500
"Roadside Convenience" 2003 15 1000
"Roar" 1981 102 17000000
"Rob Roy" 1995 133 28000000
"Robbie's Brother" 2001 88 1000000
"Robe, The" 1953 135 5000000
"Roberta" 1935 106 610000
"Roberta Wells" 2004 8 1000
"Robin Hood" 1922 127 1000000
"Robin Hood" 1973 83 15000000
"Robin Hood: Prince of Thieves" 1991 155 50000000
"Robin and Marian" 1976 106 5000000
"Robinson Crusoe on Mars" 1964 110 1200000
"Robo Vampire" 1988 90 2500000
"RoboCop" 1987 103 13000000
"RoboCop 3" 1993 104 22000000
"Robot Jox" 1990 85 10000000
"Robot Monster" 1953 66 16000
"Robots" 2005 91 75000000
"Rock 'n' Roll Frankenstein" 1999 88 250000
"Rock 'n' Roll High School" 1979 93 300000
"Rock Around the Clock" 1956 77 300000
"Rock Star" 2001 105 38000000
"Rock and Roll Fantasy" 1992 90 50000
"Rock, The" 1996 136 75000000
"Rocketship X-M" 1950 77 94000
